-0.10348,-0.1631,0.32063,-0.078784,-0.11359,-0.020976,-0.060884,0.036655,-0.032182,0.1088,0.010049,0.0051038,-0.0019939,0.019979,-0.0015405,-0.0092203,-0.0021035,-0.0035002,-0.0082491,0.0032313,0.00031446,-0.00084315,-0.0043481,-0.00040836,0.0022326
0.44653,-0.017853,0.043022,0.043087,0.17291,0.085955,0.11259,-0.013132,-0.0053824,0.013728,0.0028476,-0.019647,0.017731,-0.024241,-0.018664,0.010724,0.00098559,-0.0013952,-0.0021141,0.0057508,0.00099895,-0.0022952,0.0020065,0.0025257,0.0022437
0.5774,0.41323,-0.040512,0.039674,0.16113,0.01424,-0.020945,-0.0023439,-0.0015438,0.030266,-0.01365,-0.014756,0.012559,-0.0046086,-0.016175,0.0074065,0.00064903,0.0031966,-0.0061863,0.013195,-0.00089405,-0.0022322,0.0017474,-0.0022423,0.0011364
0.18247,0.017239,0.21741,0.075662,0.042076,0.11701,0.0287,-0.00034414,-0.034362,-0.014333,-0.01726,1.6002e-05,-0.035655,-0.0071692,0.0034107,0.0040565,-0.016291,-0.0016625,0.010521,-0.0084544,0.00011409,-0.0056907,-0.0052401,0.0009685,0.0015472
0.18015,-0.20445,-0.042036,-0.03515,0.15659,0.055851,0.026569,0.032605,0.004319,0.0054074,-0.027566,0.016514,0.01832,-0.017902,0.0051933,0.0061718,-0.0092322,-0.0037599,0.0091534,-0.0047064,0.0052001,0.0036568,0.0048054,0.0020199,-0.0033931
0.52728,0.25143,0.17048,0.21996,-0.051237,-0.029277,0.065871,-0.071787,0.082427,0.011282,0.0079875,0.0048245,0.0025966,-0.0065722,-0.012431,-0.0039609,-0.0057399,-0.003783,0.0028693,0.009346,0.005531,0.0029193,-0.00050018,0.00070828,-0.0014551
0.20553,0.13636,0.11263,-0.025792,-0.083149,0.127,-0.050986,0.12477,0.056114,0.077873,0.028246,0.020543,0.02054,0.0086042,-0.010741,-0.0098544,-0.007854,-0.0095162,0.0035833,-0.0074821,-0.0017369,-0.0017972,0.0073923,0.0024855,0.0032577
0.35609,-0.14429,0.18148,0.012362,0.05513,0.15228,0.11347,-0.01406,0.080514,0.051191,-0.010966,0.0090064,-0.060118,-0.0038709,-0.023832,-0.007763,-0.0046072,0.00021421,0.00030008,-0.0097305,-0.0046564,0.012898,0.0051774,-0.0015903,0.0034357
0.50064,0.34551,0.060616,-0.036926,0.20255,0.011089,0.019345,-0.079532,-0.015842,-0.037006,-0.043659,-9.091e-05,-0.055629,0.0018577,0.01345,0.01239,0.0089205,0.0057461,-0.0080437,0.0066857,0.0016508,0.00035601,-0.00016998,0.0016182,0.0045072
0.30801,0.030724,0.12665,0.066289,0.1726,0.016974,0.053425,0.00059793,-0.00057252,0.02142,-0.024243,-0.0023561,0.02937,0.0063496,-0.0095672,-0.0062249,0.012864,0.0051999,0.0033809,0.0020222,0.0031619,-0.005468,-0.0035204,0.0016307,0.00041719
