45302.3458960609	55585.4831376567
-4603.61888816604	23154.4558356605
72939.7719748185	12535.5823334210
1004.56158954856	30431.7230686744
10852.4761247224	-13592.3207231082
91728.2305832454	83556.9734367718
77384.4078297367	3837.21878091635
68094.7880463088	76979.3736145224
122273.270781708	2809.61920105489
48485.9140770134	35865.0403511837
67217.4750458682	90283.0947873636
38706.9525142014	13005.3440013371
35712.8780553835	21881.3166775956
29867.0884608709	6948.30046220055
24713.8781926859	-30061.9006829338
-1348.70290061672	-7201.92400645511
-39542.1016593932	2973.34423770651
13783.1491011870	-26625.6268924335
128961.607927928	-30195.2357365108
159996.875199317	52240.6045407508
17777.1665175561	13923.8971766877
-9864.00749778262	-28438.1431666922
